Module	Section	Sample Name	Source
featureCounts	all_sections	SRX14927074	/home/alvaro/github/CYANICA/work/68/e5d34b095acea6be0d22b351eb075a/featureCounts/SRX14927074_all.txt.summary
featureCounts	all_sections	SRX14927075	/home/alvaro/github/CYANICA/work/68/e5d34b095acea6be0d22b351eb075a/featureCounts/SRX14927075_all.txt.summary
featureCounts	all_sections	SRX14927073	/home/alvaro/github/CYANICA/work/68/e5d34b095acea6be0d22b351eb075a/featureCounts/SRX14927073_all.txt.summary
featureCounts	all_sections	SRX14927071	/home/alvaro/github/CYANICA/work/68/e5d34b095acea6be0d22b351eb075a/featureCounts/SRX14927071_all.txt.summary
featureCounts	all_sections	SRX14927070	/home/alvaro/github/CYANICA/work/68/e5d34b095acea6be0d22b351eb075a/featureCounts/SRX14927070_all.txt.summary
featureCounts	all_sections	SRX14927072	/home/alvaro/github/CYANICA/work/68/e5d34b095acea6be0d22b351eb075a/featureCounts/SRX14927072_all.txt.summary
featureCounts	all_sections	SRX14927077	/home/alvaro/github/CYANICA/work/68/e5d34b095acea6be0d22b351eb075a/featureCounts/SRX14927077_all.txt.summary
featureCounts	all_sections	SRX14927076	/home/alvaro/github/CYANICA/work/68/e5d34b095acea6be0d22b351eb075a/featureCounts/SRX14927076_all.txt.summary
featureCounts	all_sections	SRX14927069	/home/alvaro/github/CYANICA/work/68/e5d34b095acea6be0d22b351eb075a/featureCounts/SRX14927069_all.txt.summary
Bowtie 1	all_sections	SRX14927077	/home/alvaro/github/CYANICA/work/68/e5d34b095acea6be0d22b351eb075a/bowtie/SRX14927077_bowtie.txt
Bowtie 1	all_sections	SRX14927074	/home/alvaro/github/CYANICA/work/68/e5d34b095acea6be0d22b351eb075a/bowtie/SRX14927074_bowtie.txt
Bowtie 1	all_sections	SRX14927071	/home/alvaro/github/CYANICA/work/68/e5d34b095acea6be0d22b351eb075a/bowtie/SRX14927071_bowtie.txt
Bowtie 1	all_sections	SRX14927069	/home/alvaro/github/CYANICA/work/68/e5d34b095acea6be0d22b351eb075a/bowtie/SRX14927069_bowtie.txt
