Module	Section	Sample Name	Source
featureCounts	all_sections	SRX13465625	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465625_all.txt.summary
featureCounts	all_sections	SRX13465646	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465646_all.txt.summary
featureCounts	all_sections	SRX13465655	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465655_all.txt.summary
featureCounts	all_sections	SRX13465644	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465644_all.txt.summary
featureCounts	all_sections	SRX13465658	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465658_all.txt.summary
featureCounts	all_sections	SRX13465626	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465626_all.txt.summary
featureCounts	all_sections	SRX13465635	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465635_all.txt.summary
featureCounts	all_sections	SRX13465636	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465636_all.txt.summary
featureCounts	all_sections	SRX13465637	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465637_all.txt.summary
featureCounts	all_sections	SRX13465645	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465645_all.txt.summary
featureCounts	all_sections	SRX13465629	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465629_all.txt.summary
featureCounts	all_sections	SRX13465664	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465664_all.txt.summary
featureCounts	all_sections	SRX13465642	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465642_all.txt.summary
featureCounts	all_sections	SRX13465647	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465647_all.txt.summary
featureCounts	all_sections	SRX13465668	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465668_all.txt.summary
featureCounts	all_sections	SRX13465656	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465656_all.txt.summary
featureCounts	all_sections	SRX13465659	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465659_all.txt.summary
featureCounts	all_sections	SRX13465641	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465641_all.txt.summary
featureCounts	all_sections	SRX13465662	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465662_all.txt.summary
featureCounts	all_sections	SRX13465651	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465651_all.txt.summary
featureCounts	all_sections	SRX13465633	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465633_all.txt.summary
featureCounts	all_sections	SRX13465640	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465640_all.txt.summary
featureCounts	all_sections	SRX13465653	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465653_all.txt.summary
featureCounts	all_sections	SRX13465624	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465624_all.txt.summary
featureCounts	all_sections	SRX13465627	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465627_all.txt.summary
featureCounts	all_sections	SRX13465654	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465654_all.txt.summary
featureCounts	all_sections	SRX13465660	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465660_all.txt.summary
featureCounts	all_sections	SRX13465648	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465648_all.txt.summary
featureCounts	all_sections	SRX13465649	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465649_all.txt.summary
featureCounts	all_sections	SRX13465657	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465657_all.txt.summary
featureCounts	all_sections	SRX13465661	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465661_all.txt.summary
featureCounts	all_sections	SRX13465638	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465638_all.txt.summary
featureCounts	all_sections	SRX13465650	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465650_all.txt.summary
featureCounts	all_sections	SRX13465632	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465632_all.txt.summary
featureCounts	all_sections	SRX13465652	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465652_all.txt.summary
featureCounts	all_sections	SRX13465634	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465634_all.txt.summary
featureCounts	all_sections	SRX13465665	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465665_all.txt.summary
featureCounts	all_sections	SRX13465643	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465643_all.txt.summary
featureCounts	all_sections	SRX13465639	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465639_all.txt.summary
featureCounts	all_sections	SRX13465630	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465630_all.txt.summary
featureCounts	all_sections	SRX13465628	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465628_all.txt.summary
featureCounts	all_sections	SRX13465666	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465666_all.txt.summary
featureCounts	all_sections	SRX13465631	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465631_all.txt.summary
featureCounts	all_sections	SRX13465663	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465663_all.txt.summary
featureCounts	all_sections	SRX13465667	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/featureCounts/SRX13465667_all.txt.summary
Bowtie 1	all_sections	SRX13465665	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465665_bowtie.txt
Bowtie 1	all_sections	SRX13465662	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465662_bowtie.txt
Bowtie 1	all_sections	SRX13465661	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465661_bowtie.txt
Bowtie 1	all_sections	SRX13465659	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465659_bowtie.txt
Bowtie 1	all_sections	SRX13465630	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465630_bowtie.txt
Bowtie 1	all_sections	SRX13465639	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465639_bowtie.txt
Bowtie 1	all_sections	SRX13465664	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465664_bowtie.txt
Bowtie 1	all_sections	SRX13465634	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465634_bowtie.txt
Bowtie 1	all_sections	SRX13465627	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465627_bowtie.txt
Bowtie 1	all_sections	SRX13465650	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465650_bowtie.txt
Bowtie 1	all_sections	SRX13465644	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465644_bowtie.txt
Bowtie 1	all_sections	SRX13465631	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465631_bowtie.txt
Bowtie 1	all_sections	SRX13465635	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465635_bowtie.txt
Bowtie 1	all_sections	SRX13465642	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465642_bowtie.txt
Bowtie 1	all_sections	SRX13465651	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465651_bowtie.txt
Bowtie 1	all_sections	SRX13465625	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465625_bowtie.txt
Bowtie 1	all_sections	SRX13465641	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465641_bowtie.txt
Bowtie 1	all_sections	SRX13465632	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465632_bowtie.txt
Bowtie 1	all_sections	SRX13465649	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465649_bowtie.txt
Bowtie 1	all_sections	SRX13465643	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465643_bowtie.txt
Bowtie 1	all_sections	SRX13465666	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465666_bowtie.txt
Bowtie 1	all_sections	SRX13465660	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465660_bowtie.txt
Bowtie 1	all_sections	SRX13465638	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465638_bowtie.txt
Bowtie 1	all_sections	SRX13465626	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465626_bowtie.txt
Bowtie 1	all_sections	SRX13465655	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465655_bowtie.txt
Bowtie 1	all_sections	SRX13465640	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465640_bowtie.txt
Bowtie 1	all_sections	SRX13465629	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465629_bowtie.txt
Bowtie 1	all_sections	SRX13465637	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465637_bowtie.txt
Bowtie 1	all_sections	SRX13465663	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465663_bowtie.txt
Bowtie 1	all_sections	SRX13465653	/data/sbg/agargantilla/github/CYANICA/work/48/001fba3928aeab1613b36b41fbfd64/bowtie/SRX13465653_bowtie.txt
