Module	Section	Sample Name	Source
featureCounts	all_sections	SRX368725	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/featureCounts/SRX368725_all.txt.summary
featureCounts	all_sections	SRX368718	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/featureCounts/SRX368718_all.txt.summary
featureCounts	all_sections	SRX368716	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/featureCounts/SRX368716_all.txt.summary
featureCounts	all_sections	SRX368714	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/featureCounts/SRX368714_all.txt.summary
featureCounts	all_sections	SRX9848504	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/featureCounts/SRX9848504_all.txt.summary
featureCounts	all_sections	SRX9848493	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/featureCounts/SRX9848493_all.txt.summary
featureCounts	all_sections	SRX9848492	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/featureCounts/SRX9848492_all.txt.summary
featureCounts	all_sections	SRX9848503	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/featureCounts/SRX9848503_all.txt.summary
featureCounts	all_sections	SRX368721	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/featureCounts/SRX368721_all.txt.summary
featureCounts	all_sections	SRX368715	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/featureCounts/SRX368715_all.txt.summary
featureCounts	all_sections	SRX368719	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/featureCounts/SRX368719_all.txt.summary
featureCounts	all_sections	SRX9848505	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/featureCounts/SRX9848505_all.txt.summary
featureCounts	all_sections	SRX9848502	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/featureCounts/SRX9848502_all.txt.summary
featureCounts	all_sections	SRX368724	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/featureCounts/SRX368724_all.txt.summary
featureCounts	all_sections	SRX368722	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/featureCounts/SRX368722_all.txt.summary
featureCounts	all_sections	SRX368720	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/featureCounts/SRX368720_all.txt.summary
featureCounts	all_sections	SRX368713	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/featureCounts/SRX368713_all.txt.summary
featureCounts	all_sections	SRX368717	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/featureCounts/SRX368717_all.txt.summary
Bowtie 1	all_sections	SRX368719	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/bowtie/SRX368719_bowtie.txt
Bowtie 1	all_sections	SRX368718	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/bowtie/SRX368718_bowtie.txt
Bowtie 1	all_sections	SRX9848505	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/bowtie/SRX9848505_bowtie.txt
Bowtie 1	all_sections	SRX368725	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/bowtie/SRX368725_bowtie.txt
Bowtie 1	all_sections	SRX368715	/data/sbg/agargantilla/github/CYANICA/work/11/ea9a4e2f3787721648ec6c3e9eff32/bowtie/SRX368715_bowtie.txt
