Module	Section	Sample Name	Source
featureCounts	all_sections	SRX347149	/home/alvaro/github/CYANICA/work/63/4f730fbb4b1f5f98b8e52191f4ce14/featureCounts/SRX347149_all.txt.summary
featureCounts	all_sections	SRX347145	/home/alvaro/github/CYANICA/work/63/4f730fbb4b1f5f98b8e52191f4ce14/featureCounts/SRX347145_all.txt.summary
featureCounts	all_sections	SRX1643160	/home/alvaro/github/CYANICA/work/63/4f730fbb4b1f5f98b8e52191f4ce14/featureCounts/SRX1643160_all.txt.summary
featureCounts	all_sections	SRX347150	/home/alvaro/github/CYANICA/work/63/4f730fbb4b1f5f98b8e52191f4ce14/featureCounts/SRX347150_all.txt.summary
featureCounts	all_sections	SRX1643581	/home/alvaro/github/CYANICA/work/63/4f730fbb4b1f5f98b8e52191f4ce14/featureCounts/SRX1643581_all.txt.summary
featureCounts	all_sections	SRX1643627	/home/alvaro/github/CYANICA/work/63/4f730fbb4b1f5f98b8e52191f4ce14/featureCounts/SRX1643627_all.txt.summary
featureCounts	all_sections	SRX347147	/home/alvaro/github/CYANICA/work/63/4f730fbb4b1f5f98b8e52191f4ce14/featureCounts/SRX347147_all.txt.summary
featureCounts	all_sections	SRX1643582	/home/alvaro/github/CYANICA/work/63/4f730fbb4b1f5f98b8e52191f4ce14/featureCounts/SRX1643582_all.txt.summary
featureCounts	all_sections	SRX1643625	/home/alvaro/github/CYANICA/work/63/4f730fbb4b1f5f98b8e52191f4ce14/featureCounts/SRX1643625_all.txt.summary
featureCounts	all_sections	SRX1643626	/home/alvaro/github/CYANICA/work/63/4f730fbb4b1f5f98b8e52191f4ce14/featureCounts/SRX1643626_all.txt.summary
featureCounts	all_sections	SRX347148	/home/alvaro/github/CYANICA/work/63/4f730fbb4b1f5f98b8e52191f4ce14/featureCounts/SRX347148_all.txt.summary
featureCounts	all_sections	SRX347146	/home/alvaro/github/CYANICA/work/63/4f730fbb4b1f5f98b8e52191f4ce14/featureCounts/SRX347146_all.txt.summary
Bowtie 1	all_sections	SRX347147	/home/alvaro/github/CYANICA/work/63/4f730fbb4b1f5f98b8e52191f4ce14/bowtie/SRX347147_bowtie.txt
