Module	Section	Sample Name	Source
featureCounts	all_sections	SRX2492746	/home/alvaro/github/CYANICA/work/df/5a779972cf1c93994ca65d29375177/featureCounts/SRX2492746_all.txt.summary
featureCounts	all_sections	SRX2694286	/home/alvaro/github/CYANICA/work/df/5a779972cf1c93994ca65d29375177/featureCounts/SRX2694286_all.txt.summary
featureCounts	all_sections	SRX2694288	/home/alvaro/github/CYANICA/work/df/5a779972cf1c93994ca65d29375177/featureCounts/SRX2694288_all.txt.summary
featureCounts	all_sections	SRX2492751	/home/alvaro/github/CYANICA/work/df/5a779972cf1c93994ca65d29375177/featureCounts/SRX2492751_all.txt.summary
featureCounts	all_sections	SRX2492747	/home/alvaro/github/CYANICA/work/df/5a779972cf1c93994ca65d29375177/featureCounts/SRX2492747_all.txt.summary
featureCounts	all_sections	SRX2694287	/home/alvaro/github/CYANICA/work/df/5a779972cf1c93994ca65d29375177/featureCounts/SRX2694287_all.txt.summary
featureCounts	all_sections	SRX2492749	/home/alvaro/github/CYANICA/work/df/5a779972cf1c93994ca65d29375177/featureCounts/SRX2492749_all.txt.summary
featureCounts	all_sections	SRX2492748	/home/alvaro/github/CYANICA/work/df/5a779972cf1c93994ca65d29375177/featureCounts/SRX2492748_all.txt.summary
featureCounts	all_sections	SRX2492750	/home/alvaro/github/CYANICA/work/df/5a779972cf1c93994ca65d29375177/featureCounts/SRX2492750_all.txt.summary
featureCounts	all_sections	SRX2694285	/home/alvaro/github/CYANICA/work/df/5a779972cf1c93994ca65d29375177/featureCounts/SRX2694285_all.txt.summary
Bowtie 1	all_sections	SRX2694288	/home/alvaro/github/CYANICA/work/df/5a779972cf1c93994ca65d29375177/bowtie/SRX2694288_bowtie.txt
Bowtie 1	all_sections	SRX2694287	/home/alvaro/github/CYANICA/work/df/5a779972cf1c93994ca65d29375177/bowtie/SRX2694287_bowtie.txt
Bowtie 1	all_sections	SRX2492746	/home/alvaro/github/CYANICA/work/df/5a779972cf1c93994ca65d29375177/bowtie/SRX2492746_bowtie.txt
